GameId,Name,Platform,Year,Genre,Price,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2431,Army Men: Air Attack,PS,1999,Action,12.78,3DO,0.47,0.32,0,0.06,0.85
2432,Need for Speed: Nitro,Wii,2009,Racing,13.23,Electronic Arts,0.46,0.31,0,0.08,0.85
2433,Madden NFL 09 All-Play,Wii,2008,Sports,10.48,Electronic Arts,0.78,0.01,0,0.07,0.85
2434,NBA 2K8,X360,2007,Sports,15.63,Take-Two Interactive,0.79,0,0,0.07,0.85
2436,Street Fighter Alpha 2,PS,1996,Fighting,14.27,Virgin Interactive,0.14,0.09,0.57,0.06,0.85
2439,Blazing Angels: Squadrons of WWII,Wii,2007,Simulation,10.83,Ubisoft,0.74,0.04,0,0.06,0.85
2440,Castlevania III: Dracula's Curse,NES,1989,Platform,16.18,Konami Digital Entertainment,0.4,0.07,0.37,0.01,0.85
2441,Harry Potter and the Order of the Phoenix,DS,2007,Action,19.02,Electronic Arts,0.28,0.47,0,0.1,0.85
2442,Rampage World Tour,PS,1997,Action,13.91,GT Interactive,0.47,0.32,0,0.06,0.85
2443,Burnout Legends,PSP,2005,Racing,17.68,Electronic Arts,0.7,0.06,0,0.09,0.85
2447,NFL GameDay,PS,1995,Sports,13.2,Sony Computer Entertainment,0.47,0.32,0,0.06,0.85
2448,Burnout 2: Point of Impact,PS2,2002,Racing,11.66,Acclaim Entertainment,0.42,0.32,0,0.11,0.85
2449,Kirby: Planet Robobot,3DS,2016,Action,14.84,Nintendo,0.26,0.1,0.44,0.04,0.85
2450,Street Fighter EX3,PS2,2000,Fighting,18.77,Virgin Interactive,0.32,0.25,0.2,0.08,0.85
2451,Karaoke Revolution Glee,Wii,2010,Misc,10.19,Konami Digital Entertainment,0.52,0.25,0,0.07,0.85
2453,Thief (2014),PS4,2014,Action,15.88,Square Enix,0.28,0.37,0.03,0.16,0.84
2455,Golden Sun: Dark Dawn,DS,2010,Role-Playing,12.78,Nintendo,0.56,0.11,0.13,0.05,0.84
2456,Tiger Woods PGA Tour 11,PS3,2010,Sports,13.7,Electronic Arts,0.37,0.34,0,0.13,0.84
2457,Devil May Cry HD Collection,PS3,2012,Action,17.26,Capcom,0.42,0.21,0.11,0.1,0.84
2458,MLB 16: The Show,PS4,2016,Action,18.84,Sony Computer Entertainment,0.68,0,0,0.16,0.84
2460,Xenoblade Chronicles X,WiiU,2015,Role-Playing,18.41,Nintendo,0.36,0.28,0.14,0.06,0.84
2461,Petz Dogz Fashion,DS,2008,Simulation,15.11,Ubisoft,0.46,0.3,0,0.09,0.84
2465,ATV Quad Power Racing 2,PS2,2003,Racing,11.6,Acclaim Entertainment,0.41,0.32,0,0.11,0.84
2466,Harvest Moon: Tree of Tranquility,Wii,2007,Simulation,11.89,Rising Star Games,0.69,0.03,0.06,0.06,0.84
2467,Final Fantasy,NES,1987,Role-Playing,17.76,SquareSoft,0.32,0,0.52,0,0.84
2468,Street Fighter X Tekken,PS3,2012,Fighting,10.63,Capcom,0.42,0.22,0.1,0.1,0.84
2469,Rocket Power: Team Rocket Rescue,PS,2001,Sports,11.21,THQ,0.47,0.32,0,0.05,0.84
2470,Duke Nukem Forever,X360,2011,Shooter,12.85,Take-Two Interactive,0.52,0.25,0,0.07,0.84
2471,Big Mutha Truckers,PS2,2002,Racing,15.74,Empire Interactive,0.41,0.32,0,0.11,0.84
2472,Borderlands: The Handsome Collection,PS4,2015,Shooter,13.15,Take-Two Interactive,0.36,0.32,0.03,0.14,0.84
2473,Rogue Galaxy,PS2,2005,Role-Playing,17.73,Sony Computer Entertainment,0.24,0.16,0.39,0.05,0.84
2474,ESPN College Hoops 2K5,PS2,2004,Sports,10.12,Sega,0.41,0.32,0,0.11,0.84
2475,Metroid: Zero Mission,GBA,2004,Adventure,12.49,Nintendo,0.6,0.22,0,0.01,0.84
2477,Time Crisis 4,PS3,2007,Shooter,16.79,Namco Bandai Games,0.32,0.33,0.05,0.14,0.84
2480,Q*bert,PS,1999,Puzzle,14.27,Atari,0.46,0.32,0,0.05,0.84
2482,Ace Combat 3: Electrosphere,PS,1999,Simulation,10.35,Sony Computer Entertainment,0.22,0.15,0.4,0.05,0.83
2483,Dynasty Warriors 2,PS2,2000,Action,13.59,THQ,0.24,0.19,0.34,0.06,0.83
2484,Battle of Giants: Dinosaurs,DS,2008,Strategy,10.86,Ubisoft,0.38,0.37,0,0.09,0.83
2486,Lizzie McGuire 2: Lizzie Diaries,GBA,2004,Action,12.42,Disney Interactive Studios,0.6,0.22,0,0.01,0.83
2488,FIFA Soccer World Championship,PS2,2000,Sports,10.37,Electronic Arts,0.27,0.21,0.28,0.07,0.83
2489,Brute Force,XB,2003,Shooter,11.89,Microsoft Game Studios,0.62,0.18,0.01,0.03,0.83
2490,Dance Central 3,X360,2012,Misc,17.86,Microsoft Game Studios,0.57,0.2,0,0.06,0.83
2491,Yu-Gi-Oh! Dark Duel Stories,GB,2000,Misc,11.41,Konami Digital Entertainment,0,0,0.83,0,0.83
2492,The Game of Life,PS,1998,Misc,14.59,Unknown,0.46,0.31,0,0.05,0.83
2493,Mega Man Legends,PS,1997,Adventure,13.86,Capcom,0.39,0.26,0.12,0.05,0.83
2495,Sly 3: Honor Among Thieves,PS2,2005,Platform,18.44,Sony Computer Entertainment,0.69,0.03,0,0.11,0.83
2496,The Price is Right,Wii,2008,Misc,12.05,Ubisoft,0.77,0,0,0.06,0.83
2497,Sid Meier's Civilization Revolution,X360,2008,Strategy,14.25,Take-Two Interactive,0.58,0.17,0,0.07,0.83
2498,MLB SlugFest 20-03,PS2,N/A,Sports,14.85,Unknown,0.41,0.32,0,0.11,0.83
2499,I Spy: Fun House,DS,2007,Puzzle,12.29,Scholastic Inc.,0.77,0,0,0.06,0.83
2500,The Amazing Spider-Man (Console Version),PS3,2012,Action,15.48,Activision,0.31,0.37,0,0.14,0.83
2501,Dragon Ball: Raging Blast 2,PS3,2010,Fighting,15.24,Namco Bandai Games,0.42,0.2,0.11,0.09,0.83
2502,MediEvil,PS,1998,Platform,15.56,Sony Computer Entertainment,0.46,0.31,0,0.05,0.83
2503,Casper,PS,1996,Adventure,13.45,Interplay,0.46,0.31,0,0.05,0.83
2504,Deca Sports 2,Wii,2009,Sports,17.43,Hudson Soft,0.33,0.34,0.09,0.07,0.82
2507,Tony Hawk's Underground 2 Remix,PSP,2005,Sports,13.57,Activision,0.46,0.21,0,0.15,0.82
2510,Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,13.55,LucasArts,0.44,0.3,0,0.08,0.82
2511,DJ Hero 2,X360,2010,Misc,16.76,Activision,0.64,0.12,0,0.06,0.82
2512,Street Fighter V,PS4,2016,Fighting,10.33,Capcom,0.35,0.26,0.08,0.13,0.82
2514,Clu Clu Land,NES,1984,Puzzle,11.33,Nintendo,0.42,0.1,0.28,0.02,0.82
2515,Killer Instinct Gold,N64,1996,Fighting,14.8,Nintendo,0.61,0.19,0,0.01,0.82
2516,Amped: Freestyle Snowboarding,XB,2001,Sports,16.71,Microsoft Game Studios,0.69,0.11,0,0.02,0.82
2517,Custer's Revenge,2600,1981,Action,18.25,Mystique,0.76,0.05,0,0.01,0.82
2518,MediEvil: Resurrection,PSP,2005,Adventure,15.53,Sony Computer Entertainment,0.19,0.41,0,0.22,0.82
2519,DmC: Devil May Cry,PS3,2013,Action,14.61,Capcom,0.24,0.28,0.19,0.12,0.82
2520,Tales of the Abyss,3DS,2011,Role-Playing,16.67,Namco Bandai Games,0.42,0.19,0.14,0.06,0.82
2521,Rocket Power: Beach Bandits,PS2,2002,Platform,12.31,THQ,0.4,0.31,0,0.1,0.82
2523,Hasbro Family Game Night 3,Wii,2010,Misc,12.73,Electronic Arts,0.47,0.28,0,0.07,0.82
2525,Stranglehold,X360,2007,Shooter,13.49,Midway Games,0.4,0.33,0.01,0.09,0.82
2526,Imagine: Rock Star,DS,2008,Simulation,10.38,Ubisoft,0.4,0.33,0,0.09,0.82
2527,Shin Megami Tensei: Persona 4,PS2,2008,Role-Playing,19.78,Atlus,0.34,0.04,0.36,0.08,0.82
2528,SingStar Vol. 2,PS3,2008,Misc,16.48,Sony Computer Entertainment,0.29,0.4,0,0.13,0.82
2529,Shaun White Snowboarding,X360,N/A,Sports,16.01,Ubisoft,0.48,0.26,0,0.08,0.82
2531,Twisted Metal (2012),PS3,2012,Action,12.67,Sony Computer Entertainment,0.67,0.07,0,0.07,0.82
2533,Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,12.05,Disney Interactive Studios,0.73,0.03,0,0.06,0.81
2534,Ready 2 Rumble Boxing: Round 2,PS2,2000,Fighting,18.04,Midway Games,0.4,0.31,0,0.1,0.81
2535,Kamaitachi no Yoru,SNES,1994,Adventure,17.68,ChunSoft,0,0,0.81,0,0.81
2536,Patapon,PSP,2007,Misc,16.46,Sony Computer Entertainment,0.33,0.25,0.07,0.17,0.81
2537,Tales of Destiny II,PS,2000,Role-Playing,14.57,Namco Bandai Games,0.06,0.04,0.66,0.05,0.81
2538,Super Bomberman 2,SNES,1994,Puzzle,18.71,Hudson Soft,0,0,0.81,0,0.81
2539,NASCAR 2001,PS,2000,Racing,13.76,Electronic Arts,0.45,0.31,0,0.05,0.81
2540,EA Sports Active NFL Training Camp,Wii,2010,Sports,16.46,Electronic Arts,0.77,0,0,0.05,0.81
2541,The Legend of Zelda: Four Swords Adventures,GC,2004,Action,19.91,Nintendo,0.63,0.16,0,0.02,0.81
2542,Jikkyou Powerful Pro Yakyuu '99 Kaimakuban,PS,1999,Sports,11.26,Konami Digital Entertainment,0,0,0.76,0.05,0.81
2543,Guitar Hero Live,PS4,2015,Misc,17.76,Activision,0.32,0.35,0,0.13,0.81
2544,Valkyrie Profile,PS,1999,Role-Playing,14.23,Enix Corporation,0.07,0.05,0.63,0.05,0.81
2547,Army Men: Sarge's Heroes,N64,1999,Action,10.88,3DO,0.68,0.12,0,0.01,0.81
2548,Mega Man,NES,1987,Platform,18.1,Capcom,0.45,0.08,0.27,0.01,0.81
2551,EarthBound,SNES,1994,Role-Playing,15.03,Nintendo,0,0,0.81,0,0.81
2553,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,10.5,Level 5,0.2,0.26,0.3,0.04,0.81
2554,The Next Tetris,PS,1998,Puzzle,15.32,Atari,0.45,0.31,0,0.05,0.81
2558,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,PS,1998,Sports,19.92,Konami Digital Entertainment,0,0,0.75,0.05,0.81
2559,Final Fantasy XI: Wings of the Goddess,PS2,2007,Role-Playing,11.7,Square Enix,0.35,0.27,0.09,0.09,0.81
2563,MadWorld,Wii,2009,Action,16.44,Sega,0.46,0.25,0.02,0.07,0.8
2566,Yakuza,PS2,2005,Action,11.88,Sega,0.03,0.02,0.74,0.01,0.8
2567,Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,18.97,LucasArts,0.62,0.16,0,0.02,0.8
2568,ABBA: You Can Dance,Wii,2011,Misc,14.88,Ubisoft,0.19,0.5,0,0.11,0.8
2569,Moto Racer,PS,1997,Racing,17.59,Electronic Arts,0.45,0.3,0,0.05,0.8
2570,Hitman: Contracts,PS2,2004,Shooter,15.64,Eidos Interactive,0.39,0.31,0,0.1,0.8
2572,Final Fantasy Anthology,PS,1999,Role-Playing,10.72,Square EA,0.45,0.3,0,0.05,0.8
2573,Aliens: Colonial Marines,X360,2013,Shooter,13.18,Sega,0.36,0.37,0,0.07,0.8
2575,[Prototype 2],X360,2012,Action,15,Activision,0.48,0.25,0,0.07,0.8
2576,Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,17.34,Sega,0.37,0.35,0,0.07,0.8
2577,Goldeneye 007: Reloaded,PS3,2011,Shooter,12.54,Activision,0.33,0.35,0,0.13,0.8
2579,All Star Cheer Squad,Wii,2008,Sports,11.42,THQ,0.43,0.29,0,0.08,0.8
2586,Super Robot Taisen α,PS,2000,Strategy,18.43,Banpresto,0,0,0.75,0.05,0.8
2591,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,13.46,Nintendo,0.39,0.22,0.13,0.06,0.8
2592,Tales of Destiny 2,PS2,2002,Role-Playing,16.54,Namco Bandai Games,0,0,0.8,0,0.8
2593,Capcom's Soccer Shootout,SNES,1993,Sports,15.48,Nintendo,0,0,0.8,0,0.8
2595,The Godfather II,X360,2009,Action,17.86,Electronic Arts,0.47,0.24,0.01,0.08,0.79
2597,Alien,2600,1981,Action,13.15,20th Century Fox Video Games,0.74,0.04,0,0.01,0.79
2598,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,14.96,Atari,0.66,0.02,0,0.11,0.79
2599,The Walking Dead: Season One,PS3,2012,Adventure,19.53,Avanquest Software,0.4,0.25,0.03,0.11,0.79
2603,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,12.92,Square Enix,0.42,0.03,0.3,0.04,0.79
2604,Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,13.73,Ubisoft,0.61,0.16,0,0.02,0.79
2605,Momotarou Dentetsu 7,PS,1997,Simulation,10.44,Hudson Entertainment,0,0,0.74,0.05,0.79
2606,Invizimals,PSP,2009,Strategy,14.88,Sony Computer Entertainment,0.17,0.51,0,0.11,0.79
2607,Motocross Mania,PS,2001,Racing,12.31,Take-Two Interactive,0.44,0.3,0,0.05,0.79
2609,Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,17.97,LucasArts,0.62,0.11,0,0.07,0.79
2611,Mega Man 5,NES,1992,Platform,19.36,Capcom,0.39,0.07,0.32,0.01,0.79
2612,Star Ocean: The Last Hope,X360,2009,Role-Playing,10.98,Square Enix,0.32,0.2,0.21,0.06,0.79
2613,Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,15.23,Konami Digital Entertainment,0.64,0.03,0.02,0.1,0.79
2614,Armored Core 2,PS2,2000,Simulation,13,Ubisoft,0.28,0.22,0.23,0.07,0.79
2616,Ghost Squad,Wii,2007,Shooter,13.79,Sega,0.42,0.21,0.08,0.07,0.79
2617,Dead Island: Riptide,X360,2013,Action,13.95,Deep Silver,0.44,0.27,0.01,0.07,0.79
2618,Drawn to Life,DS,2007,Action,17.61,THQ,0.71,0.02,0,0.06,0.79
2619,Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,10.01,Nintendo,0.75,0.03,0,0.01,0.79
2621,Too Human,X360,2008,Role-Playing,18.77,Microsoft Game Studios,0.38,0.3,0.03,0.08,0.79
2623,NCAA Football 08,PS2,2007,Sports,15.21,Electronic Arts,0.65,0.03,0,0.11,0.79
2625,Personal Trainer: Walking,DS,2008,Sports,12.31,Nintendo,0.22,0.32,0.17,0.07,0.79
2627,PokePark 2: Wonders Beyond,Wii,2011,Action,10.33,Nintendo,0.27,0.2,0.27,0.05,0.79
2628,Professor Layton and the Azran Legacy,3DS,2013,Puzzle,15.62,Nintendo,0,0.48,0.25,0.06,0.78
2629,Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,13.56,Ubisoft,0.67,0.05,0.01,0.06,0.78
2630,Yars' Revenge,2600,1982,Shooter,18.91,Atari,0.73,0.04,0,0.01,0.78
2631,Lips,X360,2008,Misc,15.33,Microsoft Game Studios,0.12,0.56,0,0.1,0.78
2632,Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,12.68,Vivendi Games,0.56,0.21,0,0.01,0.78
2633,Metroid Prime Hunters,DS,2006,Shooter,14.89,Nintendo,0.58,0.04,0.11,0.06,0.78
2634,The 7th Guest,PC,1992,Adventure,16.22,Virgin Interactive,0.01,0.77,0,0,0.78
2635,Doom,PS,1994,Shooter,10.58,Infogrames,0.43,0.3,0,0.05,0.78
2636,Buzz! The Hollywood Quiz,PS2,2007,Misc,16.61,Sony Computer Entertainment,0.17,0,0,0.61,0.78
2637,Puzzler World,DS,2009,Puzzle,14.65,Ubisoft,0.41,0.3,0,0.07,0.78
2638,My Little Pony: Pinkie Pie's Party,DS,2008,Adventure,15.2,THQ,0.72,0,0,0.06,0.78
2639,We Sing,Wii,2009,Misc,17.78,Nordic Games,0,0.69,0,0.09,0.78
2640,Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,18.45,Capcom,0.43,0.3,0,0.05,0.78
2641,God of War Saga,PS3,2012,Action,14.09,Sony Computer Entertainment,0.72,0,0,0.06,0.78
2642,Battle Stations,PS,1997,Strategy,11.79,Electronic Arts,0.43,0.29,0,0.05,0.78
2643,Tetris Party Deluxe,DS,2010,Puzzle,14.43,Nintendo,0.29,0.3,0.12,0.07,0.78
2644,Pro Evolution Soccer 2016,PS4,2015,Sports,18.21,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.78
2645,Worms: Open Warfare,PSP,2006,Strategy,18.5,THQ,0.11,0.43,0,0.24,0.78
2646,Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,12.8,LucasArts,0.38,0.24,0,0.16,0.78
2647,UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,15.91,THQ,0.53,0.19,0,0.06,0.78
2649,NBA 2K7,PS2,2006,Sports,16.62,Take-Two Interactive,0.65,0.02,0,0.11,0.78
2652,Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,12.35,ChunSoft,0,0,0.78,0,0.78
2653,Jr. Pac-Man,2600,1983,Puzzle,19.35,Atari,0.72,0.05,0,0.01,0.78
2655,Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,17.81,Microsoft Game Studios,0.32,0.36,0,0.09,0.78
2656,NBA ShootOut 98,PS,1998,Sports,14.64,Sony Computer Entertainment,0.43,0.29,0,0.05,0.78
2658,Harry Potter and the Half-Blood Prince,Wii,2009,Action,15.99,Electronic Arts,0.28,0.4,0,0.09,0.77
2660,Perfect Dark Zero,X360,2005,Shooter,10.83,Microsoft Game Studios,0.66,0.02,0.03,0.06,0.77
2661,Galaxian,2600,1982,Shooter,14.39,Atari,0.72,0.05,0,0.01,0.77
2662,Andretti Racing,PS,1996,Racing,19.66,Electronic Arts,0.43,0.29,0,0.05,0.77
2663,Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,13.43,Interplay,0.43,0.29,0,0.05,0.77
2665,Air Raid,2600,1981,Action,15.3,Men-A-Vision,0.72,0.04,0,0.01,0.77
2668,Freedom Wars,PSV,2014,Role-Playing,11.55,Sony Computer Entertainment,0.22,0.14,0.32,0.1,0.77
2669,Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,11.8,Electronic Arts,0.64,0.02,0,0.1,0.77
2670,Boxing,2600,1980,Fighting,19.62,Activision,0.72,0.04,0,0.01,0.77
2671,Need for Speed: Porsche Unleashed,PS,1999,Racing,17.1,Electronic Arts,0.43,0.29,0,0.05,0.77
2672,Dragon Ball: Raging Blast,PS3,2009,Fighting,19.33,Namco Bandai Games,0.37,0.19,0.11,0.1,0.77
2673,Crystal Castles,2600,1983,Action,16.13,Atari,0.72,0.04,0,0.01,0.77
2674,Conker's Bad Fur Day,N64,2001,Platform,11.23,THQ,0.53,0.22,0,0.02,0.77
2675,Dragon Warrior I&II,GB,1999,Role-Playing,19.33,Enix Corporation,0,0,0.77,0,0.77
2676,Star Wars Episode II: Attack of the Clones,GBA,2002,Action,14.29,THQ,0.55,0.2,0,0.01,0.77
2677,My Baby Girl,DS,2008,Simulation,17.44,Nobilis,0.61,0.1,0,0.06,0.77
2679,Twisted Metal: Head On,PSP,2005,Action,18.25,Sony Computer Entertainment,0.71,0,0,0.06,0.77
2680,Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,10.3,SCi,0.38,0.29,0,0.1,0.77
2681,Maximo: Ghosts to Glory,PS2,2001,Platform,14.27,Capcom,0.38,0.29,0,0.1,0.77
2682,Pokemon Dash,DS,2004,Racing,19.38,Nintendo,0.21,0.14,0.38,0.04,0.77
2683,Donkey Kong Country 3,GBA,2005,Platform,11.55,Nintendo,0.45,0.17,0.14,0.01,0.77
2684,All-Star Baseball 2003,PS2,2002,Sports,12.81,Acclaim Entertainment,0.38,0.29,0,0.1,0.77
2685,Unlimited Saga,PS2,2002,Role-Playing,15.2,Atari,0.1,0.08,0.56,0.03,0.77
2686,Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,19.09,Activision Value,0.37,0.29,0,0.1,0.76
2688,Formula 1,PS,1996,Racing,18.24,Psygnosis,0.18,0.12,0.42,0.05,0.76
2690,Raving Rabbids: Travel in Time,Wii,2010,Adventure,12.62,Ubisoft,0.22,0.47,0,0.08,0.76
2693,Mercenaries: Playground of Destruction,PS2,2005,Action,13.44,LucasArts,0.64,0.02,0,0.1,0.76
2694,MTV Celebrity Deathmatch,PS2,2003,Fighting,13.23,Gotham Games,0.37,0.29,0,0.1,0.76
2695,Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,13.18,Virgin Interactive,0.17,0.11,0.43,0.05,0.76
2697,ISS Pro Evolution,PS,1998,Sports,13.6,Konami Digital Entertainment,0,0,0.71,0.05,0.76
2699,SoulCalibur V,PS3,2012,Fighting,10.62,Namco Bandai Games,0.35,0.24,0.07,0.1,0.76
2701,Super Monkey Ball: Touch & Roll,DS,2005,Misc,18.75,Sega,0.7,0.01,0,0.06,0.76
2702,Pro Evolution Soccer 2015,PS4,2014,Sports,15.28,Konami Digital Entertainment,0.09,0.43,0.11,0.13,0.76
2703,Drawn to Life: The Next Chapter,Wii,2009,Puzzle,11.04,THQ,0.29,0.39,0,0.08,0.76
2704,The Lord of the Rings: Conquest,PS3,2009,Action,19.87,Electronic Arts,0.38,0.26,0,0.12,0.76
2707,Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,Misc,16.62,Namco Bandai Games,0,0,0.76,0,0.76
2708,Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,17.92,Capcom,0.09,0.03,0.62,0.02,0.76
2709,Syphon Filter: The Omega Strain,PS2,2004,Shooter,15.74,Sony Computer Entertainment,0.37,0.29,0,0.1,0.76
2711,Deer Drive,Wii,2009,Sports,19.98,Big Ben Interactive,0.67,0.04,0,0.05,0.76
2712,Kane & Lynch: Dead Men,X360,2007,Shooter,10.58,Eidos Interactive,0.36,0.31,0.01,0.08,0.76
2715,Ace Attorney Investigations: Miles Edgeworth,DS,2009,Adventure,17.94,Capcom,0.27,0.15,0.3,0.04,0.76
2716,That's So Raven,GBA,2004,Adventure,17.32,Disney Interactive Studios,0.54,0.2,0,0.01,0.76
2718,Marvel vs. Capcom 2: New Age of Heroes,PS2,2002,Fighting,10.43,Capcom,0.31,0.24,0.13,0.08,0.76
2722,True Crime: New York City,PS2,2005,Action,19.54,Activision,0.57,0.02,0.07,0.09,0.76
2723,Legends of Wrestling,PS2,2001,Fighting,12.54,Acclaim Entertainment,0.37,0.29,0,0.1,0.76
2725,Monopoly Streets,Wii,2010,Misc,13.06,Electronic Arts,0.24,0.44,0,0.08,0.76
2726,Genji: Days of the Blade,PS3,2006,Action,16.48,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76
2727,Harvest Moon: Animal Parade,Wii,2008,Simulation,12.84,Rising Star Games,0.6,0.09,0.02,0.05,0.76
2728,Final Fantasy Legend III,GB,1991,Role-Playing,12,SquareSoft,0,0,0.76,0,0.76
2729,Total War: Rome II,PC,2013,Strategy,12.18,Sega,0.12,0.53,0,0.11,0.76
2730,Rare Replay,XOne,2015,Misc,11.33,Microsoft Game Studios,0.47,0.21,0.01,0.07,0.75
2731,Spectrobes,DS,2007,Role-Playing,19.33,Disney Interactive Studios,0.67,0.03,0,0.06,0.75
2735,Mega Man X5,PS,2000,Platform,19.37,Capcom,0.3,0.21,0.2,0.05,0.75
2736,Tearaway,PSV,2013,Adventure,13.19,Sony Computer Entertainment Europe,0.17,0.39,0,0.19,0.75
2740,Turok,X360,2008,Action,17.32,Touchstone,0.46,0.21,0.01,0.07,0.75
2742,Shark Tale,PS2,2004,Action,15.3,Activision,0.37,0.29,0,0.1,0.75
2743,San Francisco Rush: Extreme Racing,N64,1997,Racing,16.76,GT Interactive,0.63,0.11,0,0.01,0.75
2745,Zone of the Enders,PS2,2001,Shooter,16.38,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75
2747,Street Fighter EX Plus Alpha,PS,1997,Fighting,13.15,Virgin Interactive,0.28,0.19,0.23,0.05,0.75
2749,Coded Arms,PSP,2005,Shooter,13.97,Konami Digital Entertainment,0.28,0.29,0,0.18,0.75
2751,Tales of Vesperia,X360,2008,Role-Playing,18.2,Atari,0.32,0.18,0.19,0.05,0.75
2752,X-Men Origins: Wolverine - Uncaged Edition,PS3,2009,Action,11.47,Activision,0.31,0.32,0,0.13,0.75
2753,Madagascar: Escape 2 Africa,DS,2008,Action,11.89,Activision,0.42,0.26,0,0.07,0.75
2754,Split/Second,PS3,2010,Racing,12.31,Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75
2755,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,12.17,Capcom,0.22,0.17,0.3,0.06,0.75
2756,MVP 06 NCAA Baseball,PS2,2006,Sports,10.19,Electronic Arts,0.62,0.02,0,0.1,0.75
2758,Borderlands: The Pre-Sequel,X360,2014,Shooter,17.4,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75
2763,Ace Combat: Assault Horizon,PS3,2011,Action,14.94,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74
2764,Jump Ultimate Stars,DS,2006,Fighting,13.58,Nintendo,0,0,0.74,0,0.74
2765,Jampack Summer 2001,PS2,2001,Misc,14.93,Sony Computer Entertainment,0.36,0.28,0,0.1,0.74
2766,Resonance of Fate,PS3,2010,Role-Playing,19.69,Sega,0.2,0.22,0.24,0.09,0.74
2767,Burnout,PS2,2001,Racing,18.51,Acclaim Entertainment,0.36,0.28,0,0.1,0.74
2771,Mortal Kombat: Unchained,PSP,2006,Fighting,15.55,Midway Games,0.67,0.01,0,0.06,0.74
2772,Mario & Luigi: Paper Jam,3DS,2015,Role-Playing,17.06,Nintendo,0.16,0.3,0.25,0.04,0.74
2773,Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2001,Misc,10.36,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74
2776,Blur,PS3,2010,Racing,16.18,Activision,0.22,0.37,0.02,0.13,0.74
2778,Namco Museum Remix,Wii,2007,Misc,12.56,Atari,0.68,0,0,0.05,0.74
2782,Tiger Woods PGA Tour 2001,PS2,2001,Sports,18.67,Electronic Arts,0.36,0.28,0,0.09,0.74
2783,Indiana Jones and the Staff of Kings,Wii,2009,Action,16.23,Activision,0.36,0.3,0,0.08,0.74
2784,Jet Moto 3,PS,1999,Racing,15.43,Sony Computer Entertainment,0.41,0.28,0,0.05,0.74
2785,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,19.86,Namco Bandai Games,0.27,0.25,0.14,0.08,0.74
2786,Unreal Championship,XB,2002,Shooter,13.92,Atari,0.59,0.12,0,0.03,0.74
2787,WarioWare: Twisted!,GBA,N/A,Puzzle,10.33,Unknown,0.16,0.06,0.5,0.02,0.74
2788,Pirates of the Caribbean: At World's End,PS3,2007,Action,13.59,Disney Interactive Studios,0.17,0.41,0,0.15,0.74
2790,Persona 4: Arena,PS3,2012,Fighting,11.29,Atlus,0.3,0.12,0.24,0.07,0.74
2791,Sword of Mana,GBA,2003,Role-Playing,12.51,Nintendo,0.31,0.11,0.3,0.02,0.74
2792,Harvest Moon DS: Island of Happiness,DS,2007,Simulation,14.88,Rising Star Games,0.44,0.01,0.25,0.04,0.74
2793,Star Ocean: The Last Hope International,PS3,2010,Role-Playing,10.33,Square Enix,0.28,0.16,0.22,0.08,0.73
