SalesID,SalesDate,StaffID,CustomerID
TR01630,2019-12-09,ST00404,CU00649
TR01631,2019-08-15,ST00784,CU00407
TR01632,2020-09-13,ST00494,CU00168
TR01633,2020-08-20,ST00530,CU00834
TR01634,2020-07-27,ST00389,CU00102
TR01635,2021-04-21,ST00472,CU00352
TR01636,2020-09-23,ST00774,CU00831
TR01637,2021-04-22,ST00986,CU00899
TR01638,2021-01-04,ST00036,CU00538
TR01639,2020-09-15,ST00783,CU00705
TR01640,2019-01-04,ST00848,CU00860
TR01641,2019-06-28,ST00686,CU00557
TR01642,2021-07-19,ST00366,CU00779
TR01643,2020-12-02,ST00767,CU00059
TR01644,2020-01-28,ST00228,CU00480
TR01645,2021-01-17,ST00360,CU00479
TR01646,2019-04-13,ST00763,CU00639
TR01647,2021-12-23,ST00687,CU00166
TR01648,2019-12-27,ST00563,CU00259
TR01649,2019-07-20,ST00838,CU00921
TR01650,2020-08-14,ST00983,CU00838
TR01651,2020-09-28,ST00236,CU00930
TR01652,2021-10-04,ST00265,CU00724
TR01653,2019-09-15,ST00102,CU00012
TR01654,2021-02-16,ST00402,CU00609
TR01655,2019-08-12,ST00533,CU00432
TR01656,2019-12-10,ST00932,CU00587
TR01657,2020-04-23,ST00831,CU00325
TR01658,2020-09-13,ST00960,CU00560
TR01659,2019-05-22,ST00479,CU00934
TR01660,2021-07-12,ST00319,CU00006
TR01661,2020-08-07,ST00679,CU00350
TR01662,2019-08-03,ST00221,CU00531
TR01663,2019-02-10,ST00913,CU00024
TR01664,2019-01-01,ST00022,CU00407
TR01665,2021-09-23,ST00580,CU00674
TR01666,2019-05-10,ST00620,CU00710
TR01667,2019-12-21,ST00231,CU00410
TR01668,2021-12-18,ST00588,CU00163
TR01669,2019-08-19,ST00155,CU00699
TR01670,2021-07-27,ST00917,CU00720
TR01671,2019-09-02,ST00502,CU00218
TR01672,2019-06-07,ST00930,CU00560
TR01673,2019-04-02,ST00496,CU00923
TR01674,2021-02-01,ST00544,CU00524
TR01675,2020-06-13,ST00655,CU00683
TR01676,2021-12-21,ST00115,CU00927
TR01677,2019-02-03,ST00049,CU00510
TR01678,2019-06-16,ST00378,CU00374
TR01679,2021-02-02,ST00273,CU00229
TR01680,2020-11-23,ST00369,CU00508
TR01681,2021-01-06,ST00001,CU00925
TR01682,2019-06-19,ST00747,CU00686
TR01683,2019-06-15,ST00048,CU00596
TR01684,2020-12-07,ST00723,CU00892
TR01685,2021-06-07,ST00207,CU00456
TR01686,2020-05-12,ST00769,CU00596
TR01687,2021-06-11,ST00137,CU00531
TR01688,2019-01-16,ST00507,CU00234
TR01689,2021-03-07,ST00589,CU00929
TR01690,2020-06-01,ST00801,CU00946
TR01691,2020-01-20,ST00422,CU00007
TR01692,2020-01-06,ST00217,CU00554
TR01693,2020-07-02,ST00019,CU00708
TR01694,2020-03-14,ST00155,CU00293
TR01695,2021-10-07,ST00044,CU00665
TR01696,2020-06-01,ST00202,CU00544
TR01697,2019-02-13,ST00507,CU00604
TR01698,2019-12-26,ST00038,CU00694
TR01699,2021-09-20,ST00455,CU00290
TR01700,2021-06-04,ST00178,CU00906
TR01701,2020-08-07,ST00926,CU00425
TR01702,2020-03-06,ST00390,CU00250
TR01703,2019-07-09,ST00826,CU00635
TR01704,2019-06-25,ST00757,CU00978
TR01705,2021-05-05,ST00458,CU00980
TR01706,2021-11-16,ST00909,CU00162
TR01707,2019-04-26,ST00998,CU00356
TR01708,2020-09-10,ST00163,CU00812
TR01709,2020-01-28,ST00081,CU00315
TR01710,2020-05-23,ST00373,CU00296
TR01711,2020-10-24,ST00102,CU00867
TR01712,2019-08-17,ST00691,CU00629
TR01713,2021-12-04,ST00332,CU00428
TR01714,2019-01-06,ST00001,CU00569
TR01715,2020-01-01,ST00039,CU00193
TR01716,2021-01-05,ST00352,CU00114
TR01717,2019-01-24,ST00580,CU00411
TR01718,2020-01-27,ST00217,CU00780
TR01719,2021-05-11,ST00945,CU00461
TR01720,2019-11-17,ST00702,CU00279
TR01721,2021-12-03,ST00820,CU00418
TR01722,2021-04-03,ST00248,CU00964
TR01723,2019-03-12,ST00382,CU00705
TR01724,2019-07-23,ST00224,CU00803
TR01725,2020-11-27,ST00622,CU00653
TR01726,2020-05-19,ST00757,CU00016
TR01727,2020-02-04,ST00970,CU00529
TR01728,2019-03-23,ST00219,CU00635
TR01729,2019-06-09,ST00695,CU00322
TR01730,2021-11-03,ST00499,CU00919
TR01731,2020-01-05,ST00849,CU00733
TR01732,2019-07-24,ST00378,CU00653
TR01733,2019-07-12,ST00325,CU00149
TR01734,2019-05-10,ST00638,CU00349
TR01735,2019-05-05,ST00231,CU00391
TR01736,2021-02-14,ST00190,CU00833
TR01737,2020-01-22,ST00335,CU00363
TR01738,2020-05-12,ST00088,CU00970
TR01739,2021-07-16,ST00501,CU00728
TR01740,2020-02-27,ST00869,CU00919
TR01741,2020-03-03,ST00530,CU00993
TR01742,2021-06-14,ST00769,CU00088
TR01743,2020-07-15,ST00419,CU00418
TR01744,2021-11-26,ST00449,CU00923
TR01745,2020-05-23,ST00301,CU00968
TR01746,2020-07-12,ST00324,CU00123
TR01747,2021-03-25,ST00734,CU00146
TR01748,2020-02-03,ST00424,CU00654
TR01749,2021-04-20,ST00368,CU00733
TR01750,2019-09-18,ST00864,CU00956
TR01751,2020-12-15,ST00427,CU00495
TR01752,2021-12-13,ST00885,CU00953
TR01753,2019-03-22,ST00201,CU00434
TR01754,2021-12-05,ST00349,CU00442
TR01755,2019-04-20,ST00602,CU00983
TR01756,2019-06-06,ST00480,CU00979
TR01757,2019-07-13,ST01000,CU00122
TR01758,2020-10-06,ST00165,CU00425
TR01759,2021-10-09,ST00723,CU00137
TR01760,2021-02-02,ST00084,CU00291
TR01761,2019-06-28,ST00103,CU00415
TR01762,2019-12-23,ST00117,CU00968
TR01763,2020-10-01,ST00734,CU00461
TR01764,2020-05-23,ST00715,CU00606
TR01765,2020-01-24,ST00260,CU00140
TR01766,2019-05-01,ST00663,CU00326
TR01767,2020-06-04,ST00253,CU00930
TR01768,2020-11-25,ST00375,CU00426
TR01769,2019-07-20,ST00980,CU00843
TR01770,2020-11-18,ST00108,CU00760
TR01771,2019-09-16,ST00196,CU00871
TR01772,2021-02-02,ST00048,CU00606
TR01773,2021-12-08,ST00457,CU00221
TR01774,2021-10-17,ST00618,CU00131
TR01775,2019-03-14,ST00129,CU00684
TR01776,2021-06-03,ST00050,CU00283
TR01777,2020-04-04,ST00357,CU00818
TR01778,2021-06-05,ST00731,CU00962
TR01779,2020-09-01,ST00118,CU00282
TR01780,2021-10-18,ST00047,CU00268
TR01781,2019-08-23,ST00867,CU00958
TR01782,2019-05-08,ST00946,CU00953
TR01783,2020-09-01,ST00014,CU00367
TR01784,2020-02-28,ST00521,CU00438
TR01785,2020-11-22,ST00262,CU00721
TR01786,2021-07-03,ST00668,CU00229
TR01787,2020-05-16,ST00121,CU00981
TR01788,2021-02-02,ST00927,CU00538
TR01789,2019-10-19,ST00475,CU00853
TR01790,2021-01-22,ST00540,CU00768
TR01791,2021-08-25,ST00940,CU00145
TR01792,2021-01-07,ST00876,CU00388
TR01793,2021-12-27,ST00035,CU00785
TR01794,2020-02-23,ST00973,CU00429
TR01795,2021-12-14,ST00953,CU00513
TR01796,2020-12-01,ST00331,CU00586
TR01797,2021-01-03,ST00885,CU00256
TR01798,2019-09-08,ST00027,CU00023
TR01799,2019-08-19,ST00627,CU00960
TR01800,2019-09-22,ST00163,CU00338
TR01801,2019-08-09,ST00971,CU00407
TR01802,2021-01-17,ST00510,CU00618
TR01803,2021-08-25,ST00725,CU00588
TR01804,2020-07-16,ST00555,CU00914
TR01805,2020-04-22,ST00334,CU00924
TR01806,2019-09-24,ST00344,CU00623
TR01807,2019-09-28,ST00889,CU00824
TR01808,2020-09-18,ST00747,CU00140
TR01809,2019-03-08,ST00983,CU00329
TR01810,2019-10-04,ST00861,CU00005
TR01811,2019-10-13,ST00167,CU00849
TR01812,2021-01-21,ST00552,CU00069
TR01813,2020-08-03,ST00746,CU00870
TR01814,2021-08-23,ST00296,CU00466
TR01815,2020-09-20,ST00479,CU00379
TR01816,2019-05-12,ST00318,CU00143
TR01817,2020-04-14,ST00972,CU00777
TR01818,2019-09-13,ST00178,CU00031
TR01819,2021-07-18,ST00996,CU00622
TR01820,2019-01-08,ST00314,CU00142
TR01821,2019-07-03,ST00241,CU00489
TR01822,2019-01-18,ST00473,CU00943
TR01823,2020-08-22,ST00496,CU00125
TR01824,2020-12-06,ST00993,CU01000
TR01825,2021-06-06,ST00797,CU00236
TR01826,2021-05-17,ST00704,CU00469
TR01827,2020-11-07,ST00504,CU00466
TR01828,2021-04-20,ST00408,CU00385
TR01829,2019-01-01,ST00005,CU00968
TR01830,2019-09-28,ST00497,CU00827
TR01831,2019-01-16,ST00679,CU00344
TR01832,2021-09-14,ST00237,CU00541
TR01833,2020-09-23,ST00811,CU00825
TR01834,2021-03-01,ST00821,CU00999
TR01835,2020-03-15,ST00127,CU00483
TR01836,2019-08-12,ST00820,CU00947
TR01837,2021-06-04,ST00563,CU00418
TR01838,2019-07-13,ST00860,CU00314
TR01839,2021-03-09,ST00904,CU00877
TR01840,2021-12-17,ST00092,CU00426
TR01841,2019-04-17,ST00355,CU00947
TR01842,2021-10-13,ST00811,CU00395
TR01843,2021-02-18,ST00307,CU00152
TR01844,2021-10-11,ST00705,CU00178
TR01845,2019-07-01,ST00282,CU00041
TR01846,2020-08-14,ST00385,CU00217
TR01847,2021-10-01,ST00026,CU00673
TR01848,2020-09-13,ST00245,CU00073
TR01849,2021-03-11,ST00581,CU00530
TR01850,2021-03-02,ST00864,CU00867
TR01851,2021-06-13,ST00169,CU00900
TR01852,2019-06-28,ST00065,CU00582
TR01853,2019-03-17,ST00928,CU00534
TR01854,2021-01-12,ST00714,CU00713
TR01855,2020-10-05,ST00439,CU00617
TR01856,2019-05-02,ST00354,CU00784
TR01857,2020-01-28,ST00818,CU00993
TR01858,2020-04-02,ST00551,CU00451
TR01859,2020-02-24,ST00566,CU00128
TR01860,2019-10-21,ST00885,CU00742
TR01861,2020-04-25,ST00124,CU00141
TR01862,2021-07-03,ST00859,CU00371
TR01863,2019-04-05,ST00612,CU00653
TR01864,2020-07-02,ST00734,CU00444
TR01865,2019-08-23,ST00995,CU00911
TR01866,2019-05-25,ST00284,CU00407
TR01867,2019-07-05,ST00291,CU00613
TR01868,2021-12-15,ST00519,CU00115
TR01869,2020-01-22,ST00624,CU00854
TR01870,2020-07-10,ST00400,CU00846
TR01871,2020-10-02,ST00077,CU00588
TR01872,2021-10-15,ST00844,CU00146
TR01873,2020-03-15,ST00186,CU00667
TR01874,2019-03-03,ST00673,CU00466
TR01875,2019-02-09,ST00692,CU00232
TR01876,2019-10-04,ST00575,CU00127
TR01877,2019-02-11,ST00381,CU00205
TR01878,2020-04-01,ST00333,CU00440
TR01879,2020-06-16,ST00137,CU00451
TR01880,2019-03-06,ST00412,CU00961
TR01881,2020-01-25,ST00493,CU00943
TR01882,2020-11-28,ST00461,CU00429
TR01883,2021-11-05,ST00995,CU00565
TR01884,2021-03-09,ST00654,CU00212
TR01885,2021-12-07,ST00077,CU00451
TR01886,2021-10-05,ST00275,CU00693
TR01887,2021-05-05,ST00977,CU00220
TR01888,2021-12-26,ST00351,CU00787
TR01889,2019-02-27,ST00716,CU00110
TR01890,2021-06-21,ST00825,CU00293
TR01891,2019-09-20,ST00725,CU00208
TR01892,2019-08-06,ST00273,CU00060
TR01893,2019-11-22,ST00083,CU00791
TR01894,2021-08-03,ST00677,CU00569
TR01895,2019-05-09,ST00823,CU00788
TR01896,2019-12-25,ST00660,CU00682
TR01897,2020-07-18,ST00343,CU00452
TR01898,2021-07-15,ST00597,CU00195
TR01899,2019-03-11,ST00721,CU00661
TR01900,2020-03-03,ST00655,CU00401
TR01901,2019-05-16,ST00163,CU00945
TR01902,2019-10-02,ST00929,CU00912
TR01903,2021-09-13,ST00942,CU00662
TR01904,2019-08-03,ST00787,CU00408
TR01905,2019-06-20,ST00588,CU00346
TR01906,2019-02-28,ST00003,CU00911
TR01907,2021-10-17,ST00218,CU00886
TR01908,2020-06-08,ST00119,CU00233
TR01909,2021-10-07,ST00050,CU00273
TR01910,2019-03-09,ST00518,CU00862
TR01911,2019-10-01,ST00160,CU00816
TR01912,2020-04-22,ST00469,CU00393
TR01913,2020-11-06,ST00681,CU00073
TR01914,2020-06-15,ST00648,CU00618
TR01915,2019-09-09,ST00422,CU00451
TR01916,2020-03-01,ST00306,CU00600
TR01917,2020-03-03,ST00105,CU00978
TR01918,2021-10-09,ST00177,CU00461
TR01919,2020-06-06,ST00245,CU00056
TR01920,2021-04-21,ST00237,CU00080
TR01921,2019-04-11,ST00039,CU00609
TR01922,2020-10-10,ST00675,CU00805
TR01923,2021-07-12,ST00357,CU00189
TR01924,2020-03-15,ST00251,CU00356
TR01925,2019-10-17,ST00770,CU00221
TR01926,2021-05-03,ST00202,CU00074
TR01927,2021-06-24,ST00801,CU00893
TR01928,2020-12-02,ST00548,CU00736
TR01929,2019-11-11,ST00759,CU00136
TR01930,2020-08-10,ST00148,CU00357
TR01931,2019-04-10,ST00240,CU00401
TR01932,2020-11-05,ST00358,CU00909
TR01933,2020-12-05,ST00464,CU00201
TR01934,2021-06-02,ST00392,CU00294
TR01935,2019-08-20,ST00980,CU00956
TR01936,2021-05-09,ST00939,CU00583
TR01937,2021-07-22,ST00901,CU00027
TR01938,2021-04-05,ST00943,CU00091
TR01939,2020-10-08,ST00086,CU00153
TR01940,2019-09-18,ST00508,CU00462
TR01941,2020-11-24,ST00774,CU00934
TR01942,2020-03-17,ST00549,CU00500
TR01943,2019-03-22,ST00569,CU00470
TR01944,2020-10-05,ST00303,CU00982
TR01945,2020-12-17,ST00683,CU00362
TR01946,2021-08-04,ST00912,CU00176
TR01947,2019-08-13,ST00371,CU00872
TR01948,2020-07-07,ST00522,CU00689
TR01949,2021-08-09,ST00622,CU00651
TR01950,2021-11-12,ST00642,CU00484
TR01951,2019-10-23,ST00012,CU00310
TR01952,2021-03-23,ST00654,CU00363
TR01953,2019-05-01,ST00917,CU00821
TR01954,2019-11-10,ST00325,CU00570
TR01955,2021-12-18,ST00407,CU00934
TR01956,2021-08-17,ST00949,CU00226
TR01957,2020-04-03,ST00817,CU00700
TR01958,2021-09-07,ST00163,CU00831
TR01959,2019-07-28,ST00958,CU00231
TR01960,2021-12-17,ST00469,CU00331
TR01961,2019-09-02,ST00647,CU00681
TR01962,2021-11-19,ST00231,CU00083
TR01963,2021-10-02,ST00354,CU00794
TR01964,2019-05-10,ST00886,CU00615
TR01965,2021-04-11,ST00269,CU00262
TR01966,2021-06-03,ST00818,CU00011
TR01967,2021-08-10,ST00069,CU00705
TR01968,2021-05-27,ST00026,CU00807
TR01969,2021-07-11,ST00010,CU00032
TR01970,2021-07-08,ST00070,CU00124
TR01971,2019-06-08,ST00878,CU00198
TR01972,2019-03-18,ST00223,CU00390
TR01973,2019-10-10,ST00758,CU00395
TR01974,2019-06-27,ST00696,CU00767
TR01975,2019-10-11,ST00596,CU00271
TR01976,2020-07-24,ST00083,CU00029
TR01977,2019-10-14,ST00037,CU00142
TR01978,2020-07-05,ST00066,CU00114
TR01979,2020-12-01,ST00636,CU00775
TR01980,2019-08-12,ST00010,CU00028
TR01981,2021-10-21,ST00571,CU00309
TR01982,2020-01-25,ST00990,CU00726
TR01983,2021-04-07,ST00066,CU00622
TR01984,2021-02-28,ST00446,CU00699
TR01985,2019-06-11,ST00795,CU00153
TR01986,2019-01-07,ST00729,CU00040
TR01987,2019-02-19,ST00849,CU00352
TR01988,2019-05-12,ST00316,CU00505
TR01989,2019-01-04,ST00825,CU00145
TR01990,2021-02-01,ST00157,CU00394
TR01991,2021-06-05,ST00614,CU00136
TR01992,2021-12-03,ST00319,CU00792
TR01993,2021-06-12,ST00885,CU00448
TR01994,2020-04-04,ST00697,CU00745
TR01995,2021-05-01,ST00899,CU00225
TR01996,2019-04-07,ST00823,CU00579
TR01997,2021-07-08,ST00474,CU00808
TR01998,2020-03-26,ST00318,CU00200
TR01999,2019-01-02,ST00655,CU00757
TR02000,2020-12-10,ST00465,CU00620
TR02001,2021-09-26,ST00462,CU00267
TR02002,2020-11-24,ST00719,CU00019
TR02003,2019-11-09,ST00267,CU00319
TR02004,2021-10-08,ST00123,CU00435
TR02005,2021-05-12,ST00904,CU00338
TR02006,2019-03-20,ST00012,CU00270
TR02007,2019-05-05,ST00454,CU00625
TR02008,2021-08-07,ST00338,CU00556
TR02009,2021-09-03,ST00730,CU00615
TR02010,2021-01-18,ST00754,CU00176
TR02011,2019-03-26,ST00560,CU00171
TR02012,2020-09-15,ST00772,CU00770
TR02013,2020-07-08,ST00062,CU00757
TR02014,2019-05-02,ST00508,CU00623
TR02015,2019-12-11,ST00110,CU00606
TR02016,2021-06-11,ST00774,CU00814
TR02017,2019-09-15,ST00587,CU00717
TR02018,2021-05-15,ST00323,CU00243
TR02019,2020-08-28,ST00779,CU00045
TR02020,2021-01-11,ST00568,CU00421
TR02021,2021-09-05,ST00772,CU00456
TR02022,2021-06-26,ST00161,CU00490
TR02023,2019-08-26,ST00825,CU00347
TR02024,2019-07-19,ST00543,CU00140
TR02025,2019-09-20,ST00408,CU00245
TR02026,2019-09-23,ST00147,CU00490
TR02027,2020-01-16,ST00429,CU00445
TR02028,2019-09-25,ST00076,CU00159
TR02029,2019-07-06,ST00249,CU00810
TR02030,2019-06-13,ST00352,CU00628
TR02031,2021-11-23,ST00694,CU00160
TR02032,2019-06-02,ST00158,CU00591
TR02033,2021-01-16,ST00618,CU00262
TR02034,2020-03-10,ST00337,CU00751
TR02035,2020-10-10,ST00083,CU00677
TR02036,2021-09-23,ST00975,CU00916
TR02037,2019-06-22,ST00088,CU00666
TR02038,2021-12-18,ST00574,CU00920
TR02039,2020-01-11,ST00227,CU00642
TR02040,2019-06-18,ST00623,CU00717
TR02041,2019-03-14,ST00654,CU00753
TR02042,2021-04-17,ST00202,CU00400
TR02043,2019-11-10,ST00542,CU00632
TR02044,2020-09-28,ST00454,CU00380
TR02045,2019-11-09,ST00407,CU00090
TR02046,2019-06-20,ST00976,CU00937
TR02047,2021-05-03,ST00684,CU00744
TR02048,2021-07-28,ST00399,CU00543
TR02049,2021-04-07,ST00913,CU00483
TR02050,2019-10-25,ST00643,CU00492
TR02051,2020-03-07,ST00586,CU00323
TR02052,2021-06-28,ST00465,CU00548
TR02053,2020-08-12,ST00337,CU00219
TR02054,2021-12-20,ST00873,CU00088
TR02055,2020-12-14,ST00650,CU00103
TR02056,2021-03-12,ST00901,CU00563
TR02057,2020-11-01,ST00515,CU00157
TR02058,2021-12-11,ST00952,CU00070
TR02059,2021-09-27,ST00746,CU00411
TR02060,2020-05-25,ST00521,CU00420
TR02061,2019-03-16,ST00706,CU00390
TR02062,2021-01-23,ST00344,CU00319
TR02063,2020-04-08,ST00968,CU00616
TR02064,2020-01-16,ST00981,CU00410
TR02065,2020-12-04,ST00987,CU00198
TR02066,2021-05-27,ST00084,CU00470
TR02067,2020-03-05,ST00311,CU00278
TR02068,2020-05-21,ST00417,CU00880
TR02069,2020-08-18,ST00223,CU00893
TR02070,2021-06-23,ST00399,CU00270
TR02071,2021-05-26,ST00345,CU00201
TR02072,2020-01-21,ST00808,CU00544
TR02073,2019-04-08,ST00227,CU00269
TR02074,2019-11-11,ST00243,CU00631
TR02075,2021-12-05,ST00765,CU00847
TR02076,2019-08-02,ST00362,CU00891
TR02077,2019-03-27,ST00644,CU00151
TR02078,2019-11-25,ST00818,CU00221
TR02079,2020-03-22,ST00089,CU00046
TR02080,2021-01-23,ST00467,CU00673
TR02081,2021-08-23,ST00217,CU00984
TR02082,2019-05-06,ST00336,CU00431
TR02083,2019-08-08,ST00184,CU00488
TR02084,2021-01-14,ST00326,CU00242
TR02085,2021-08-09,ST00680,CU00321
TR02086,2021-04-24,ST00187,CU00958
TR02087,2021-06-15,ST00654,CU00824
TR02088,2021-04-14,ST00307,CU00704
TR02089,2020-03-01,ST00919,CU00506
TR02090,2020-02-12,ST00587,CU00491
TR02091,2021-06-21,ST00997,CU00245
TR02092,2021-08-20,ST00813,CU00186
TR02093,2021-02-03,ST00421,CU00807
TR02094,2019-02-11,ST00345,CU00067
TR02095,2020-12-26,ST00504,CU00584
TR02096,2019-04-03,ST00509,CU00450
TR02097,2020-05-13,ST00562,CU00951
TR02098,2020-06-13,ST00655,CU00945
TR02099,2021-04-04,ST00377,CU00088
TR02100,2020-09-19,ST00116,CU00329
TR02101,2020-10-16,ST00002,CU00393
TR02102,2019-12-01,ST00095,CU00584
TR02103,2020-09-21,ST00891,CU00072
TR02104,2021-10-01,ST00363,CU00755
TR02105,2019-11-26,ST00197,CU00081
TR02106,2020-02-05,ST00285,CU00804
TR02107,2021-02-03,ST00922,CU00018
TR02108,2021-01-12,ST00713,CU00130
TR02109,2020-06-17,ST00574,CU00899
TR02110,2021-08-06,ST00423,CU00741
TR02111,2021-10-14,ST00756,CU00528
TR02112,2019-03-09,ST00348,CU00573
TR02113,2021-09-05,ST00146,CU00638
TR02114,2021-01-12,ST00450,CU00616
TR02115,2020-07-20,ST00793,CU00571
TR02116,2021-07-20,ST00927,CU00537
TR02117,2021-12-17,ST00621,CU00782
TR02118,2020-11-01,ST00695,CU00684
TR02119,2020-06-22,ST00705,CU00772
TR02120,2021-06-21,ST00979,CU00071
TR02121,2021-01-05,ST00652,CU00358
TR02122,2021-12-02,ST00923,CU00904
TR02123,2020-05-18,ST00236,CU00198
TR02124,2021-02-14,ST00339,CU00609
TR02125,2021-01-15,ST00026,CU00499
TR02126,2020-01-10,ST00834,CU00644
TR02127,2019-06-24,ST00541,CU00403
TR02128,2021-05-04,ST00586,CU00445
TR02129,2020-10-17,ST00174,CU00647
TR02130,2019-12-03,ST00704,CU00266
TR02131,2020-08-03,ST00167,CU00283
TR02132,2020-06-12,ST00418,CU00458
TR02133,2019-09-02,ST00761,CU00666
TR02134,2021-08-19,ST00551,CU00187
TR02135,2019-01-23,ST00905,CU00879
TR02136,2019-02-22,ST00045,CU00604
TR02137,2021-10-20,ST00615,CU00325
TR02138,2021-01-21,ST00303,CU00882
TR02139,2019-10-16,ST00374,CU00761
TR02140,2020-10-11,ST00786,CU00025
TR02141,2020-12-06,ST00352,CU00002
TR02142,2021-04-10,ST00456,CU00178
TR02143,2019-08-14,ST00888,CU00772
TR02144,2021-09-14,ST00224,CU00010
TR02145,2020-04-20,ST00847,CU00090
TR02146,2019-12-16,ST00755,CU00021
TR02147,2020-08-04,ST00721,CU00673
TR02148,2019-09-01,ST00697,CU00083
TR02149,2020-09-10,ST00162,CU00332
TR02150,2020-11-09,ST00950,CU00913
TR02151,2021-05-14,ST00337,CU00510
TR02152,2021-04-08,ST00745,CU00892
TR02153,2021-04-06,ST00702,CU00212
TR02154,2020-10-28,ST00581,CU00743
TR02155,2019-04-08,ST00631,CU00024
TR02156,2019-04-09,ST00772,CU00333
TR02157,2020-08-06,ST00332,CU00683
TR02158,2020-05-05,ST00310,CU00966
TR02159,2020-01-22,ST00015,CU00385
TR02160,2019-10-05,ST00828,CU00935
TR02161,2019-01-15,ST00125,CU00842
TR02162,2021-04-24,ST00581,CU00843
TR02163,2019-02-11,ST00889,CU00104
TR02164,2021-09-02,ST00531,CU00505
TR02165,2020-10-03,ST00275,CU00278
TR02166,2020-02-25,ST00154,CU00222
TR02167,2021-03-09,ST00208,CU00346
TR02168,2019-04-24,ST00698,CU00397
TR02169,2019-04-02,ST00035,CU00114
TR02170,2020-12-17,ST00489,CU00206
TR02171,2021-12-03,ST00690,CU00957
TR02172,2019-06-24,ST00091,CU00064
TR02173,2019-10-06,ST00393,CU00974
TR02174,2021-10-25,ST00726,CU00819
TR02175,2020-08-23,ST00899,CU00021
TR02176,2019-06-16,ST00419,CU00632
TR02177,2020-11-09,ST00629,CU00332
TR02178,2019-11-20,ST00280,CU00677
TR02179,2021-11-11,ST00639,CU00023
TR02180,2019-01-09,ST00647,CU00174
TR02181,2021-12-09,ST00959,CU00535
TR02182,2019-06-25,ST00697,CU00459
TR02183,2020-08-24,ST00007,CU00644
TR02184,2021-02-07,ST00182,CU00661
TR02185,2019-10-17,ST00291,CU00672
TR02186,2020-06-09,ST00503,CU00732
TR02187,2020-02-03,ST00724,CU00223
TR02188,2020-10-22,ST00872,CU00355
TR02189,2019-07-20,ST00598,CU00220
TR02190,2019-02-25,ST00250,CU00795
TR02191,2021-07-05,ST00166,CU00610
TR02192,2020-08-01,ST00180,CU00983
TR02193,2021-10-28,ST00171,CU00069
TR02194,2020-04-13,ST00936,CU00736
TR02195,2020-10-26,ST00821,CU00763
TR02196,2020-11-08,ST00326,CU00297
TR02197,2019-09-23,ST00887,CU00683
TR02198,2019-02-25,ST00111,CU00444
TR02199,2021-07-14,ST00504,CU00583
TR02200,2019-10-21,ST00075,CU00120
TR02201,2020-03-21,ST00973,CU00216
TR02202,2019-01-28,ST00268,CU00434
TR02203,2019-11-26,ST00854,CU00356
TR02204,2021-12-04,ST00603,CU00426
TR02205,2021-01-12,ST00082,CU00263
TR02206,2021-06-08,ST00504,CU00709
TR02207,2021-03-26,ST00540,CU00686
TR02208,2021-06-14,ST00937,CU00562
TR02209,2019-03-19,ST00530,CU00589
TR02210,2020-12-09,ST00535,CU00912
TR02211,2021-12-18,ST00385,CU00689
TR02212,2019-02-04,ST00516,CU00522
TR02213,2019-11-16,ST00306,CU00067
TR02214,2020-09-06,ST00148,CU00412
TR02215,2019-02-13,ST00711,CU00391
TR02216,2021-04-21,ST00506,CU00399
TR02217,2020-02-15,ST00323,CU00775
TR02218,2019-10-14,ST00048,CU00307
TR02219,2019-09-19,ST00506,CU00220
TR02220,2019-07-25,ST00528,CU00935
TR02221,2019-03-05,ST00894,CU00554
TR02222,2021-04-04,ST00244,CU00859
TR02223,2020-06-21,ST00377,CU00491
TR02224,2021-03-17,ST00007,CU00066
TR02225,2020-04-15,ST00813,CU00541
TR02226,2019-03-06,ST00662,CU00495
TR02227,2020-09-10,ST00536,CU00944
TR02228,2021-06-12,ST00442,CU00213
TR02229,2021-10-22,ST00213,CU00277
TR02230,2019-12-22,ST00523,CU00363
TR02231,2021-11-24,ST00538,CU00067
TR02232,2021-04-17,ST00433,CU00999
TR02233,2020-07-22,ST00417,CU00525
TR02234,2019-10-26,ST00245,CU00094
TR02235,2021-12-09,ST00093,CU00938
TR02236,2020-04-27,ST00891,CU00579
TR02237,2021-02-04,ST00610,CU00557
TR02238,2020-08-18,ST00487,CU00853
TR02239,2019-04-08,ST00718,CU00329
TR02240,2021-10-06,ST00759,CU00282
TR02241,2020-07-08,ST00292,CU00955
TR02242,2021-06-23,ST00706,CU00211
TR02243,2021-05-17,ST00926,CU00304
TR02244,2019-04-16,ST00673,CU00815
TR02245,2021-01-17,ST00181,CU00029
TR02246,2019-12-16,ST00905,CU00691
TR02247,2020-02-20,ST00208,CU00656
TR02248,2021-04-03,ST00547,CU00849
TR02249,2021-05-18,ST00835,CU00535
TR02250,2020-04-12,ST00542,CU00428
TR02251,2019-09-10,ST00194,CU00984
TR02252,2019-11-01,ST00534,CU00482
TR02253,2021-03-02,ST00847,CU00895
TR02254,2020-11-14,ST00904,CU00138
TR02255,2019-01-08,ST00367,CU00379
TR02256,2020-02-04,ST00858,CU00841
TR02257,2020-11-12,ST00488,CU00588
TR02258,2021-11-17,ST00833,CU00539
TR02259,2019-12-18,ST00612,CU00612
TR02260,2019-02-12,ST00567,CU00121
TR02261,2021-10-08,ST00119,CU00273
TR02262,2021-07-08,ST00470,CU00015
TR02263,2020-09-03,ST00092,CU00335
TR02264,2020-11-01,ST00395,CU00498
