SalesID,JuiceID,Quantity
TR02483,JU00720,3
TR02483,JU00875,4
TR02484,JU00323,1
TR02484,JU00457,5
TR02485,JU00546,4
TR02485,JU00905,3
TR02485,JU00994,5
TR02486,JU00146,2
TR02486,JU00272,2
TR02486,JU00308,1
TR02487,JU00243,3
TR02487,JU00308,4
TR02487,JU00706,5
TR02488,JU00619,2
TR02488,JU00801,2
TR02489,JU00436,4
TR02489,JU00445,2
TR02489,JU00518,4
TR02490,JU00261,2
TR02490,JU00710,1
TR02491,JU00498,1
TR02492,JU00052,3
TR02492,JU00676,3
TR02493,JU00288,4
TR02493,JU00500,4
TR02494,JU00576,1
TR02494,JU00948,3
TR02495,JU00693,5
TR02496,JU00816,3
TR02497,JU00846,1
TR02497,JU00931,2
TR02497,JU00959,4
TR02498,JU00338,3
TR02498,JU00649,4
TR02498,JU00682,4
TR02498,JU00825,4
TR02498,JU00964,3
TR02499,JU00182,4
TR02499,JU00301,4
TR02499,JU00365,5
TR02499,JU00652,4
TR02499,JU00920,5
TR02500,JU00313,1
TR02500,JU00981,5
TR02501,JU00123,5
TR02501,JU00438,1
TR02501,JU00637,5
TR02502,JU00139,3
TR02502,JU00503,3
TR02502,JU00785,4
TR02502,JU00861,1
TR02503,JU00259,2
TR02504,JU00378,4
TR02505,JU00110,1
TR02505,JU00181,5
TR02506,JU00863,4
TR02507,JU00402,1
TR02508,JU00687,5
TR02508,JU00864,3
TR02509,JU00093,3
TR02509,JU00248,3
TR02509,JU00536,4
TR02509,JU00704,5
TR02509,JU00899,3
TR02510,JU00102,5
TR02510,JU00744,3
TR02511,JU00063,4
TR02511,JU00205,4
TR02511,JU00728,4
TR02512,JU00837,3
TR02513,JU00013,2
TR02513,JU00408,1
TR02513,JU00705,1
TR02513,JU00734,1
TR02514,JU00152,2
TR02514,JU00502,2
TR02514,JU00964,2
TR02515,JU00396,5
TR02516,JU00063,3
TR02516,JU00548,2
TR02517,JU00387,1
TR02517,JU00691,1
TR02518,JU00125,4
TR02518,JU00210,2
TR02518,JU00305,1
TR02518,JU00550,5
TR02519,JU00483,5
TR02520,JU00154,5
TR02520,JU00322,3
TR02520,JU00365,2
TR02520,JU00508,1
TR02520,JU00975,3
TR02521,JU00399,1
TR02521,JU00432,2
TR02522,JU00820,4
TR02522,JU00861,1
TR02522,JU00942,5
TR02523,JU00423,5
TR02523,JU00450,4
TR02524,JU00207,1
TR02524,JU00412,2
TR02524,JU00883,1
TR02525,JU00103,4
TR02525,JU00276,1
TR02525,JU00305,2
TR02525,JU00332,4
TR02526,JU00059,5
TR02526,JU00564,1
TR02526,JU00738,1
TR02526,JU00910,2
TR02526,JU00978,5
TR02527,JU00074,2
TR02527,JU00382,4
TR02527,JU00435,5
TR02527,JU00793,3
TR02527,JU00903,1
TR02528,JU00006,4
TR02529,JU00069,3
TR02529,JU00284,1
TR02529,JU00894,2
TR02530,JU00510,1
TR02531,JU00740,4
TR02531,JU00781,3
TR02532,JU00440,3
TR02532,JU00784,2
TR02533,JU00054,1
TR02533,JU00409,5
TR02534,JU00529,5
TR02535,JU00019,4
TR02535,JU00582,1
TR02536,JU00252,2
TR02536,JU00290,4
TR02537,JU00014,3
TR02537,JU00725,4
TR02538,JU00107,5
TR02538,JU00314,2
TR02539,JU00918,2
TR02540,JU00282,4
TR02540,JU00327,1
TR02540,JU00377,3
TR02540,JU00718,1
TR02540,JU00826,2
TR02541,JU00253,3
TR02541,JU00775,5
TR02541,JU00910,3
TR02542,JU00086,1
TR02542,JU00139,5
TR02543,JU00101,4
TR02543,JU00758,2
TR02544,JU00868,5
TR02545,JU00371,1
TR02545,JU00557,4
TR02545,JU00567,4
TR02546,JU00808,3
TR02547,JU00287,1
TR02547,JU00636,4
TR02547,JU00682,2
TR02548,JU00327,2
TR02548,JU00610,4
TR02548,JU00640,5
TR02548,JU00941,1
TR02549,JU00036,4
TR02549,JU00832,1
TR02550,JU00094,1
TR02550,JU00147,5
TR02550,JU00690,1
TR02550,JU00976,3
TR02551,JU00116,4
TR02551,JU00528,5
TR02552,JU00154,1
TR02552,JU00450,1
TR02553,JU00176,2
TR02553,JU00189,2
TR02553,JU00402,5
TR02553,JU00507,2
TR02554,JU00366,4
TR02555,JU00260,5
TR02555,JU00433,1
TR02556,JU00189,3
TR02556,JU00496,2
TR02556,JU00977,3
TR02557,JU00211,5
TR02558,JU00819,1
TR02559,JU00110,2
TR02559,JU00686,2
TR02559,JU00995,1
TR02560,JU00159,1
TR02560,JU00649,4
TR02560,JU00668,4
TR02561,JU00219,3
TR02561,JU00492,2
TR02561,JU00763,5
TR02562,JU00183,3
TR02562,JU00421,3
TR02562,JU00879,4
TR02562,JU00899,4
TR02563,JU00245,1
TR02563,JU00554,1
TR02563,JU00557,2
TR02563,JU00562,2
TR02564,JU00273,1
TR02564,JU00284,2
TR02564,JU00551,2
TR02564,JU00684,4
TR02564,JU00800,3
TR02565,JU00067,3
TR02565,JU00240,5
TR02566,JU00581,2
TR02566,JU00974,3
TR02567,JU00042,5
TR02568,JU00415,4
TR02568,JU00418,1
TR02568,JU00693,5
TR02569,JU00144,4
TR02569,JU00659,2
TR02570,JU00229,1
TR02570,JU00824,1
TR02571,JU00456,1
TR02571,JU00680,3
TR02571,JU00685,4
TR02572,JU00009,2
TR02572,JU00695,5
TR02573,JU00009,4
TR02574,JU00030,4
TR02574,JU00187,2
TR02575,JU00633,4
TR02575,JU00797,1
TR02576,JU00196,5
TR02576,JU00627,4
TR02576,JU00843,1
TR02577,JU00467,2
TR02578,JU00077,4
TR02578,JU00799,3
TR02578,JU00859,5
TR02579,JU00054,2
TR02579,JU00495,2
TR02579,JU00933,2
TR02580,JU00076,5
TR02580,JU00528,4
TR02580,JU00845,2
TR02581,JU00150,2
TR02582,JU00750,5
TR02582,JU00768,3
TR02583,JU00296,3
TR02584,JU00339,4
TR02584,JU00503,2
TR02584,JU00709,3
TR02585,JU00199,3
TR02585,JU00624,5
TR02585,JU00993,4
TR02586,JU00832,1
TR02587,JU00621,3
TR02587,JU00622,4
TR02587,JU00936,4
TR02588,JU00242,2
TR02588,JU00551,4
TR02588,JU00702,1
TR02589,JU00905,1
TR02589,JU00989,3
TR02590,JU00110,3
TR02590,JU00527,5
TR02591,JU00166,1
TR02591,JU00612,4
TR02591,JU00720,5
TR02592,JU00626,4
TR02593,JU00216,4
TR02593,JU00404,2
TR02594,JU00176,1
TR02594,JU00609,4
TR02594,JU00986,3
TR02595,JU00240,2
TR02595,JU00340,1
TR02595,JU00527,4
TR02595,JU00826,4
TR02596,JU00096,5
TR02596,JU00231,4
TR02596,JU00232,3
TR02596,JU00351,3
TR02596,JU00463,3
TR02596,JU00774,2
TR02596,JU00808,3
TR02597,JU00572,4
TR02597,JU00615,1
TR02597,JU00739,2
TR02598,JU00481,5
TR02599,JU00432,2
TR02599,JU00479,1
TR02599,JU00851,5
TR02600,JU00541,3
TR02600,JU00607,5
TR02601,JU00474,3
TR02601,JU00575,3
TR02602,JU00177,1
TR02603,JU00095,3
TR02603,JU00106,2
TR02603,JU00339,3
TR02604,JU00135,4
TR02604,JU00466,4
TR02604,JU00774,1
TR02605,JU00516,3
TR02606,JU00727,5
TR02607,JU00357,5
TR02607,JU00696,2
TR02608,JU00223,2
TR02608,JU00867,5
TR02609,JU00161,3
TR02610,JU00084,1
TR02610,JU00483,5
TR02610,JU00522,5
TR02610,JU00583,2
TR02610,JU00881,3
TR02611,JU00567,4
TR02612,JU00149,4
TR02612,JU00397,5
TR02612,JU00419,4
TR02612,JU00781,1
TR02613,JU00066,2
TR02613,JU00157,1
TR02613,JU00564,3
TR02614,JU00206,5
TR02614,JU00277,1
TR02614,JU00737,4
TR02614,JU00791,2
TR02615,JU00090,2
TR02615,JU00339,2
TR02615,JU00469,3
TR02616,JU00062,3
TR02616,JU00307,3
TR02617,JU00218,5
TR02617,JU00259,2
TR02617,JU00790,4
TR02618,JU00942,1
TR02619,JU00907,1
TR02620,JU00198,5
TR02620,JU00512,5
TR02621,JU00174,4
TR02621,JU00232,4
TR02621,JU00296,1
TR02621,JU00420,1
TR02622,JU00732,1
TR02623,JU00247,4
TR02623,JU00526,4
TR02623,JU00618,3
TR02624,JU00118,4
TR02624,JU00192,2
TR02625,JU00126,3
TR02625,JU00391,2
TR02626,JU00008,1
TR02626,JU00386,5
TR02626,JU00700,2
TR02627,JU00673,5
TR02627,JU00931,2
TR02627,JU00938,2
TR02628,JU00168,4
TR02628,JU00764,2
TR02628,JU00818,3
TR02628,JU00885,2
TR02629,JU00195,3
TR02629,JU00196,5
TR02630,JU00034,2
TR02630,JU00341,4
TR02631,JU00624,4
TR02632,JU00910,1
TR02633,JU00036,3
TR02634,JU00176,1
TR02635,JU00451,1
TR02635,JU00747,1
TR02636,JU00490,4
TR02636,JU00522,1
TR02637,JU00099,5
TR02637,JU00415,4
TR02637,JU00427,5
TR02637,JU00586,2
TR02638,JU00483,3
TR02639,JU00430,5
TR02639,JU00496,3
TR02639,JU00794,3
TR02640,JU00498,1
TR02640,JU00618,3
TR02641,JU00236,1
TR02641,JU00996,5
TR02642,JU00829,1
TR02643,JU00338,4
TR02643,JU00431,3
TR02644,JU00357,1
TR02644,JU00366,1
TR02644,JU00464,2
TR02644,JU00591,3
TR02644,JU00638,4
TR02645,JU00542,5
TR02645,JU00781,3
TR02646,JU00231,1
TR02646,JU00286,5
TR02647,JU00464,2
TR02647,JU00737,1
TR02648,JU00281,4
TR02648,JU00355,1
TR02648,JU00865,2
TR02649,JU00101,1
TR02649,JU00329,1
TR02649,JU00349,1
TR02650,JU00027,2
TR02650,JU00045,2
TR02650,JU00246,5
TR02650,JU00689,1
TR02651,JU00489,5
TR02651,JU00770,4
TR02652,JU00108,1
TR02652,JU00658,4
TR02653,JU00266,5
TR02653,JU00479,4
TR02653,JU00735,1
TR02653,JU00996,3
TR02654,JU00415,4
TR02655,JU00915,4
TR02656,JU00875,4
TR02656,JU00917,4
TR02657,JU00661,5
TR02657,JU00975,5
TR02658,JU00021,5
TR02658,JU00089,5
TR02658,JU00444,5
TR02658,JU00890,3
TR02659,JU00031,5
TR02659,JU00129,4
TR02659,JU00673,1
TR02660,JU00573,3
TR02660,JU00687,4
TR02661,JU00278,1
TR02661,JU00976,4
TR02662,JU00121,1
TR02662,JU00861,5
TR02662,JU00931,2
TR02663,JU00866,4
TR02664,JU00130,3
TR02664,JU00313,2
TR02664,JU00646,5
TR02665,JU00329,4
TR02665,JU00420,4
TR02666,JU00317,4
TR02666,JU00492,1
TR02667,JU00899,2
TR02668,JU00223,5
TR02668,JU00535,4
TR02669,JU00498,4
TR02669,JU00912,3
TR02670,JU00425,2
TR02670,JU00843,3
TR02671,JU00726,2
TR02671,JU00799,4
TR02672,JU00182,2
TR02673,JU00286,4
TR02673,JU00725,3
TR02673,JU00791,3
TR02673,JU00912,5
TR02674,JU00005,4
TR02674,JU00542,3
TR02674,JU00860,4
TR02675,JU00651,3
TR02675,JU00774,2
TR02676,JU00055,1
TR02676,JU00802,1
TR02677,JU00021,2
TR02678,JU00419,5
TR02678,JU00556,1
TR02678,JU00856,5
TR02679,JU00075,5
TR02679,JU00318,4
TR02679,JU00406,2
TR02680,JU00010,1
TR02680,JU00847,1
TR02681,JU00029,2
TR02681,JU00876,1
TR02682,JU00443,1
TR02682,JU00468,1
TR02682,JU00544,2
TR02683,JU00078,5
TR02683,JU00582,4
TR02683,JU00732,3
TR02684,JU00092,5
TR02684,JU00624,4
TR02685,JU00008,5
TR02685,JU00505,4
TR02685,JU00533,5
TR02686,JU00144,4
TR02686,JU00267,1
TR02686,JU00655,2
TR02686,JU00952,4
TR02687,JU00358,2
TR02687,JU00560,1
TR02688,JU00130,5
TR02688,JU00308,4
TR02689,JU00254,5
TR02689,JU00843,3
TR02690,JU00457,4
TR02691,JU00693,1
TR02691,JU00911,3
TR02691,JU00962,1
TR02692,JU00739,1
TR02692,JU00817,2
TR02693,JU00281,4
TR02694,JU00005,4
TR02694,JU00082,5
TR02694,JU00893,1
TR02695,JU00088,4
TR02695,JU00755,5
TR02696,JU00498,3
TR02696,JU00763,5
TR02696,JU00942,2
TR02697,JU00115,5
TR02697,JU00150,5
TR02697,JU00375,3
TR02697,JU00609,3
TR02697,JU00861,2
TR02698,JU00065,5
TR02698,JU00190,3
TR02698,JU00243,3
TR02698,JU00253,2
TR02699,JU00616,1
TR02700,JU00178,3
TR02700,JU00396,4
TR02701,JU00470,5
TR02701,JU00765,4
TR02702,JU00247,5
TR02702,JU00356,3
TR02702,JU00473,2
TR02702,JU00845,1
TR02703,JU00118,4
TR02703,JU00127,3
TR02703,JU00134,1
TR02703,JU00652,5
TR02703,JU00728,1
TR02703,JU00967,1
TR02704,JU00511,1
TR02705,JU00049,2
TR02705,JU00901,4
TR02706,JU00537,5
TR02707,JU00362,2
TR02707,JU00434,4
TR02707,JU00454,3
TR02707,JU00973,4
TR02708,JU00103,3
TR02708,JU00106,1
TR02708,JU00110,2
TR02708,JU00127,2
TR02708,JU00780,2
TR02708,JU00813,2
TR02709,JU00065,4
TR02710,JU00012,1
TR02710,JU00333,1
TR02711,JU00612,3
TR02711,JU00975,2
TR02712,JU00377,1
TR02712,JU00841,4
TR02713,JU00432,1
TR02714,JU00997,3
TR02714,JU00998,5
TR02715,JU00359,2
TR02715,JU00395,4
TR02715,JU00463,1
TR02715,JU00741,4
TR02716,JU00229,1
TR02716,JU00251,1
TR02717,JU00297,2
TR02717,JU00395,3
TR02718,JU00132,2
TR02719,JU00436,1
TR02719,JU00474,4
TR02719,JU00706,2
TR02719,JU00718,1
TR02719,JU00726,3
TR02719,JU00807,5
TR02720,JU00328,1
TR02720,JU00713,5
TR02721,JU00751,3
TR02721,JU00760,1
TR02722,JU00309,5
TR02722,JU00421,4
TR02722,JU00643,4
TR02722,JU00716,2
TR02722,JU00888,2
TR02723,JU00266,4
TR02723,JU00703,4
TR02723,JU00741,2
TR02724,JU00349,4
TR02724,JU00583,4
TR02724,JU00631,4
TR02725,JU00515,2
TR02726,JU00736,1
TR02727,JU00008,1
TR02727,JU00902,4
TR02728,JU00310,3
TR02728,JU00708,1
TR02729,JU00788,4
TR02729,JU00963,3
TR02730,JU00346,3
TR02730,JU00461,3
TR02730,JU00959,3
TR02731,JU00613,5
TR02732,JU00541,2
TR02733,JU00189,5
TR02733,JU00516,5
TR02733,JU00914,1
TR02733,JU00978,2
TR02734,JU00230,5
TR02734,JU00250,4
TR02734,JU00717,5
TR02734,JU00805,5
TR02735,JU00387,1
TR02735,JU00408,5
TR02736,JU00566,3
TR02737,JU00933,3
TR02737,JU00963,1
TR02738,JU00652,1
TR02739,JU00517,3
TR02739,JU00804,3
TR02739,JU00948,4
TR02739,JU00972,5
TR02739,JU00986,4
TR02740,JU00784,5
TR02740,JU00998,4
TR02741,JU00373,1
TR02741,JU00424,3
TR02741,JU00927,3
TR02742,JU00472,2
TR02743,JU00576,4
TR02743,JU00641,4
TR02743,JU00758,1
TR02744,JU00541,1
TR02745,JU00280,3
TR02746,JU00957,3
TR02746,JU00983,4
TR02747,JU00037,3
TR02747,JU00087,4
TR02747,JU00514,2
TR02748,JU00018,2
TR02748,JU00233,3
TR02748,JU00625,2
TR02749,JU00082,3
TR02749,JU00373,2
TR02749,JU00714,5
TR02750,JU00128,5
TR02750,JU00952,1
TR02751,JU00053,4
TR02751,JU00536,1
TR02751,JU00590,1
TR02752,JU00051,3
TR02752,JU00478,1
TR02752,JU00594,1
TR02752,JU00718,4
TR02753,JU00331,2
TR02754,JU00046,5
TR02754,JU00364,3
TR02754,JU00480,5
TR02755,JU00526,1
TR02755,JU00577,5
TR02755,JU00770,1
TR02755,JU00850,3
TR02756,JU00602,5
TR02756,JU00868,3
TR02757,JU00723,4
TR02757,JU00939,1
TR02758,JU00424,2
TR02758,JU00956,4
TR02759,JU00158,5
TR02759,JU00183,5
TR02759,JU00322,2
TR02759,JU00437,2
TR02759,JU00468,2
TR02760,JU00433,2
TR02760,JU00941,4
TR02761,JU00986,5
TR02762,JU00299,4
TR02762,JU00397,4
TR02762,JU00654,3
TR02763,JU00180,3
TR02763,JU00262,2
TR02764,JU00330,5
TR02764,JU00979,4
TR02765,JU00011,2
TR02765,JU00184,4
TR02765,JU00573,4
TR02766,JU00630,5
TR02766,JU00730,2
TR02767,JU00195,2
TR02768,JU00217,2
TR02768,JU00399,2
TR02768,JU00758,2
TR02768,JU00924,3
TR02769,JU00352,3
TR02769,JU00366,2
TR02769,JU00481,2
TR02769,JU00533,3
TR02770,JU00221,5
TR02771,JU00758,4
TR02771,JU00849,3
TR02772,JU00363,4
TR02773,JU00984,3
TR02774,JU00828,3
TR02775,JU00016,4
TR02775,JU00242,2
TR02775,JU00584,3
TR02775,JU00808,4
TR02776,JU00211,4
TR02776,JU00333,2
TR02776,JU00372,3
TR02776,JU00778,3
TR02776,JU00918,2
TR02777,JU00080,5
TR02778,JU00055,4
TR02778,JU00414,5
TR02779,JU00243,2
TR02779,JU00581,2
TR02779,JU00887,3
TR02780,JU00694,4
TR02781,JU00424,3
TR02781,JU00587,5
TR02781,JU00758,5
TR02781,JU00913,3
TR02782,JU00347,3
TR02782,JU00567,1
TR02782,JU00662,3
TR02783,JU00466,5
TR02783,JU00549,2
TR02784,JU00344,5
TR02784,JU00476,2
TR02785,JU00363,3
TR02785,JU00364,3
TR02785,JU00493,2
TR02785,JU00978,5
TR02786,JU00071,4
TR02786,JU00235,3
TR02786,JU00554,2
TR02787,JU00166,1
TR02787,JU00445,3
TR02787,JU00611,2
TR02788,JU00389,5
TR02788,JU00596,5
TR02788,JU00671,5
TR02789,JU00553,5
TR02789,JU00642,2
TR02790,JU00334,5
TR02791,JU00201,3
TR02791,JU00588,5
TR02792,JU00508,4
TR02793,JU00175,4
TR02793,JU00749,5
TR02793,JU00765,1
TR02794,JU00244,5
TR02794,JU00534,3
TR02795,JU00211,2
TR02795,JU00244,1
TR02795,JU00497,4
TR02795,JU00661,3
TR02796,JU00288,4
TR02796,JU00527,1
TR02797,JU00253,4
TR02797,JU00376,5
TR02798,JU00050,4
TR02798,JU00489,4
TR02798,JU00534,4
TR02798,JU00875,4
TR02799,JU00045,1
TR02799,JU00968,4
TR02800,JU00676,1
TR02800,JU00852,2
TR02800,JU00922,2
TR02801,JU00205,5
TR02801,JU00375,2
TR02801,JU00531,4
TR02801,JU00742,3
TR02802,JU00880,1
TR02803,JU00063,1
TR02804,JU00258,3
TR02804,JU00611,5
TR02804,JU00946,1
TR02805,JU00632,1
TR02805,JU00932,3
TR02806,JU00441,3
TR02806,JU00822,3
TR02806,JU00990,5
TR02807,JU00014,4
TR02807,JU00228,5
TR02807,JU00506,1
TR02807,JU00778,4
TR02808,JU00037,5
TR02808,JU00046,2
TR02808,JU00248,2
TR02808,JU00411,5
TR02808,JU00624,4
TR02808,JU00654,3
TR02808,JU00778,3
TR02809,JU00046,5
TR02810,JU00645,3
TR02811,JU00461,2
TR02811,JU00558,2
TR02811,JU00961,3
TR02812,JU00416,1
TR02812,JU00584,1
TR02813,JU00012,5
TR02813,JU00460,5
TR02814,JU00938,1
TR02815,JU00089,3
TR02815,JU00428,3
TR02815,JU00911,3
TR02816,JU00407,1
TR02816,JU00895,5
TR02817,JU00253,4
TR02817,JU00319,4
TR02817,JU00917,2
TR02818,JU00584,4
TR02818,JU00842,5
TR02818,JU00899,2
TR02819,JU00125,2
TR02819,JU00266,4
TR02819,JU00609,3
TR02819,JU00736,4
TR02820,JU00073,4
TR02820,JU00202,4
TR02821,JU00031,5
TR02821,JU00212,5
TR02821,JU00733,3
TR02821,JU00804,5
TR02822,JU00143,2
TR02823,JU00517,5
TR02823,JU00763,3
TR02824,JU00044,2
TR02824,JU00496,1
TR02825,JU00069,3
TR02826,JU00109,2
TR02827,JU00020,4
TR02827,JU00596,1
TR02827,JU00638,4
TR02827,JU00862,4
TR02827,JU00911,2
TR02828,JU00717,1
TR02828,JU00925,3
TR02829,JU00591,5
TR02829,JU00830,3
TR02830,JU00031,2
TR02830,JU00416,2
TR02830,JU00685,3
TR02830,JU00827,4
TR02831,JU00417,1
TR02831,JU00789,1
TR02832,JU00183,2
TR02832,JU00538,1
TR02832,JU00803,3
TR02833,JU00880,1
TR02834,JU00249,4
TR02835,JU00155,3
TR02835,JU00977,3
TR02835,JU00989,2
TR02836,JU00447,3
TR02836,JU00543,1
TR02836,JU00716,4
TR02836,JU00765,2
TR02836,JU00863,4
TR02837,JU00046,2
TR02837,JU00190,4
TR02837,JU00870,4
TR02838,JU00173,1
TR02838,JU00739,4
TR02839,JU00243,1
TR02839,JU00277,4
TR02840,JU00035,3
TR02840,JU00081,2
TR02841,JU00096,4
TR02841,JU00825,3
TR02842,JU00328,4
TR02842,JU00837,2
TR02843,JU00429,2
TR02844,JU00443,5
TR02844,JU00764,4
TR02844,JU00789,3
TR02845,JU00366,4
TR02845,JU00810,5
TR02846,JU00037,2
TR02846,JU00219,2
TR02846,JU00674,4
TR02847,JU00867,5
TR02848,JU00197,2
TR02848,JU00289,1
TR02849,JU00202,3
TR02849,JU00226,2
TR02849,JU00235,4
TR02849,JU00246,2
TR02849,JU00285,4
TR02849,JU00471,5
TR02849,JU00491,2
TR02849,JU00951,2
TR02850,JU00069,3
TR02850,JU00104,1
TR02850,JU00959,4
TR02850,JU00971,5
TR02851,JU00243,3
TR02851,JU00562,2
TR02852,JU00243,3
TR02852,JU00797,1
TR02853,JU00280,3
TR02853,JU00283,3
TR02853,JU00547,3
TR02853,JU00563,1
TR02853,JU00707,2
TR02854,JU00678,4
TR02855,JU00076,5
TR02856,JU00067,1
TR02857,JU00585,5
TR02857,JU00610,3
TR02857,JU00651,2
TR02858,JU00252,5
TR02858,JU00334,4
TR02859,JU00689,5
TR02859,JU00961,4
TR02860,JU00328,3
TR02860,JU00431,2
TR02860,JU00998,4
TR02861,JU00238,1
TR02861,JU00630,5
TR02862,JU00832,1
TR02862,JU00845,1
TR02863,JU00279,1
TR02863,JU00466,4
TR02863,JU00529,3
TR02864,JU00167,2
TR02865,JU00020,2
TR02865,JU00653,1
TR02865,JU00926,2
TR02866,JU00600,4
TR02866,JU00706,3
TR02866,JU00881,3
TR02866,JU00936,4
TR02866,JU00964,4
TR02867,JU00051,5
TR02867,JU00280,3
TR02867,JU00369,3
TR02867,JU00464,4
TR02868,JU00031,2
TR02869,JU00108,3
TR02869,JU00770,5
TR02869,JU00814,1
TR02870,JU00085,1
TR02870,JU00160,2
TR02870,JU00463,4
TR02871,JU00115,1
TR02871,JU00133,5
TR02871,JU00961,3
TR02872,JU00052,3
TR02872,JU00172,1
TR02872,JU00709,3
TR02873,JU00801,3
TR02873,JU00961,1
TR02874,JU00528,5
TR02874,JU00618,2
TR02875,JU00314,5
TR02875,JU00406,3
TR02875,JU00430,5
TR02875,JU00709,4
TR02876,JU00044,1
TR02876,JU00400,2
TR02876,JU00658,5
TR02877,JU00289,5
TR02878,JU00689,1
TR02878,JU00724,2
TR02878,JU00900,2
TR02879,JU00314,5
TR02879,JU00573,1
TR02880,JU00167,1
TR02880,JU00376,1
TR02880,JU00455,3
TR02880,JU00647,1
TR02881,JU00034,1
TR02881,JU00271,5
TR02881,JU00276,1
TR02882,JU00262,1
TR02882,JU00307,4
TR02882,JU00336,5
TR02883,JU00249,1
TR02883,JU00336,5
TR02884,JU00538,4
TR02884,JU00882,2
TR02884,JU00902,4
TR02885,JU00316,3
TR02885,JU00513,3
TR02885,JU00772,1
TR02886,JU00055,5
TR02886,JU00448,1
TR02886,JU00568,5
TR02886,JU00599,2
TR02886,JU00683,1
TR02887,JU00021,4
TR02887,JU00104,1
TR02887,JU00209,5
TR02887,JU00223,2
TR02887,JU00475,3
TR02887,JU00479,3
TR02887,JU00555,2
TR02887,JU00741,3
TR02887,JU00886,5
TR02888,JU00096,5
TR02889,JU00204,5
TR02889,JU00636,5
TR02890,JU00363,1
TR02891,JU00529,3
TR02891,JU00573,2
TR02891,JU00872,1
TR02892,JU00282,2
TR02892,JU00933,2
TR02893,JU00593,2
TR02893,JU00990,5
TR02894,JU00179,2
TR02894,JU00803,2
TR02894,JU00904,4
TR02895,JU00125,2
TR02895,JU00292,1
TR02895,JU00333,3
TR02895,JU00913,3
TR02896,JU00357,5
TR02897,JU00151,4
TR02897,JU00155,5
TR02897,JU00789,4
TR02898,JU00272,5
TR02899,JU00189,5
TR02899,JU00370,2
TR02900,JU00356,4
TR02900,JU00681,5
TR02900,JU00852,2
TR02900,JU00950,4
TR02901,JU00096,3
TR02901,JU00385,1
TR02902,JU00020,5
TR02902,JU00606,1
TR02903,JU00171,4
TR02903,JU00831,4
TR02904,JU00036,5
TR02904,JU00083,3
TR02904,JU00441,1
TR02905,JU00359,1
TR02905,JU00664,2
TR02905,JU00704,3
TR02905,JU00752,1
TR02905,JU00963,2
TR02906,JU00039,5
TR02906,JU00479,4
TR02906,JU00865,3
TR02907,JU00200,4
TR02907,JU00316,4
TR02907,JU00530,2
TR02907,JU00803,4
TR02907,JU00878,4
TR02908,JU00690,3
TR02909,JU00225,3
TR02909,JU00793,1
TR02910,JU00136,4
TR02911,JU00164,4
TR02911,JU00353,4
TR02911,JU00699,3
TR02912,JU00054,4
TR02912,JU00186,3
TR02912,JU00753,4
TR02913,JU00396,5
TR02913,JU00724,4
TR02913,JU00890,3
TR02914,JU00255,2
TR02914,JU00870,1
TR02915,JU00328,4
TR02916,JU00114,4
TR02916,JU00772,1
TR02917,JU00531,4
TR02918,JU00351,4
TR02918,JU00679,1
TR02918,JU00890,2
TR02919,JU00547,3
TR02919,JU00715,1
TR02920,JU00115,3
TR02920,JU00289,4
TR02920,JU00305,1
TR02920,JU00632,2
TR02921,JU00182,1
TR02921,JU00272,2
TR02921,JU00950,5
TR02922,JU00239,4
TR02923,JU00046,1
TR02924,JU00174,1
TR02925,JU00255,1
TR02925,JU00799,3
TR02926,JU00126,4
TR02926,JU00257,2
TR02926,JU00544,1
TR02926,JU00644,1
TR02926,JU00777,2
TR02927,JU00001,2
TR02927,JU00057,3
TR02927,JU00058,4
TR02927,JU00872,3
TR02928,JU00886,3
TR02928,JU00931,3
TR02928,JU00934,3
TR02929,JU00894,3
TR02930,JU00126,2
TR02930,JU00196,3
TR02930,JU00339,3
TR02930,JU00377,2
TR02931,JU00090,2
TR02931,JU00389,3
TR02931,JU00835,3
TR02932,JU00074,1
TR02932,JU00498,5
TR02932,JU00871,5
TR02932,JU00878,4
TR02933,JU00188,2
TR02934,JU00458,2
TR02934,JU00743,2
TR02935,JU00209,3
TR02936,JU00417,3
TR02936,JU00599,3
TR02936,JU00695,3
TR02936,JU00791,4
TR02936,JU00847,4
TR02937,JU00677,2
TR02938,JU00754,1
TR02938,JU00986,5
TR02939,JU00209,5
TR02939,JU00386,2
TR02939,JU00627,4
TR02939,JU00795,5
TR02940,JU00651,4
TR02941,JU00034,1
TR02941,JU00422,1
TR02941,JU00855,5
TR02942,JU00028,1
TR02942,JU00647,1
TR02942,JU00760,4
TR02943,JU00505,5
TR02943,JU00685,4
TR02944,JU00247,4
TR02944,JU00406,2
TR02944,JU00481,4
TR02944,JU00665,2
TR02944,JU00908,4
TR02945,JU00110,3
TR02945,JU00325,2
TR02945,JU00799,1
TR02946,JU00232,5
TR02947,JU00057,1
TR02947,JU00442,4
TR02947,JU00798,3
TR02947,JU00866,4
TR02948,JU00276,3
TR02948,JU00368,2
TR02948,JU00585,3
TR02948,JU00707,5
TR02949,JU00587,3
TR02949,JU00972,2
TR02949,JU00989,5
TR02950,JU00330,1
TR02950,JU00488,3
TR02951,JU00167,5
TR02951,JU00826,2
TR02952,JU00252,3
TR02952,JU00709,3
TR02953,JU00026,5
TR02953,JU00717,4
TR02954,JU00228,2
TR02954,JU00648,1
